ear,mar,perclos,pitch,yaw,roll
0.5231178618285526,0.2,0.2076871207012811,58.143216109191805,-33.90841928717042,-8.28940438902572
0.0880346473687781,0.0,0.6955153422501967,36.51476306461594,-13.793392692989022,-7.613938124391137
0.1787081871870799,0.4526883743323585,0.7926988265971316,25.513870427534243,-19.52173027592021,9.462322208025638
0.119007062580422,0.0178885438199983,0.3058925476603119,28.46017599877107,-15.57933139200576,-0.3569784307322607
0.2236089269490502,0.046513064414427,0.2343096234309623,22.92686459921332,-10.86171458597393,7.657709693713878
0.1718176272893548,0.0227223681060397,0.2335483870967742,20.07822947741478,-19.728883988274973,16.153932849100897
0.3764604316432863,0.0,0.1786529680365297,31.967028346348844,5.175199985921897,-4.681269503363348
0.3856389248944766,0.0,0.2491215741391426,33.62023723817469,14.000667080376248,5.7255606866662285
0.1938576440681571,0.0,0.5408388520971302,40.397131733714026,0.7863632817119344,-37.54686851156964
0.2417893752550525,0.1205967898789023,0.6218001651527663,26.49680132310101,-13.553764097731651,-3.2364931435998394
0.2536694558095099,0.1319202890199476,0.2248012035246077,28.212249506584268,0.4718369295119533,6.975636033944141
0.1786164048023977,0.0371390676354103,0.3242009132420091,36.818069727358434,-12.425942865427489,5.165241044995742
0.2388429049389445,0.0599007438041997,0.3690872751499001,30.725818616196563,-13.693956125684698,1.2909539947936328
0.3223754743818099,0.630864075337301,0.2189473684210526,52.57367587354814,-22.661793794937832,-8.50187941148142
0.2298945903916792,0.0,0.3374594155844156,29.909024469676687,-15.171497484117117,0.8979794386018234
0.1112119271237872,0.0408570142070915,0.6790490341753344,31.6789538121817,-2.4110297466111974,-3.46367691668032
0.2832268012221658,0.0161690416690888,0.0,34.03752099576813,-9.951913192790492,-0.9069814298347564
0.1679250022275905,0.0565506021614306,0.280752532561505,37.14517553411567,-8.185035970605451,-2.0398093704145617
0.2829352787162231,0.3252765367613156,0.2253015139851167,32.59902737438321,-15.00035328385461,-3.635452957126293
0.2087274641694707,0.0232896958492755,0.2066636650157586,30.01208692389493,-8.530765609948135,-5.859839425401444
0.2088940865991528,0.0987828040997063,0.2968967114404817,42.11635751051348,-11.72511201516508,3.4192678185355265
0.2638900540905552,0.0196116135138184,0.3140096618357488,33.18821951757047,-15.802513953935527,3.957553114127844
0.1804470409820021,0.0381071492085037,0.3299418604651162,32.75149192944582,-8.310277167524188,-10.50300301891784
0.2295501166237333,0.1548329855436811,0.2434842249657064,31.26373169437743,4.085616779974911,-1.88818800674093
0.1988547237320215,0.0267832947355593,0.2287029930928626,34.934729212389854,4.893043703465754,-2.6992910574452043
0.1380887506963951,0.607090300976784,0.3893260348956551,32.905242922987895,-13.49237872696395,0.354768094644463
0.1665618635844213,0.5690875586856617,0.7984886649874056,32.73522627210762,-14.25996657734422,-5.880162525882633
0.2974163205732853,0.1151799465464823,0.228051948051948,31.30834153802552,3.84245312791486,2.705995743777915
0.1751647704979174,0.0,0.2162373145979703,35.059426966886974,5.795886382291909,-4.29986282019207
0.2565565049667284,0.7411704371430283,0.7625668449197861,32.15660893283519,-27.23514669930257,0.0
0.1953451046976329,0.1843369164942522,0.1130284728213977,28.474203610074365,7.880696104095815,-1.2945995181642622
0.2449876070800768,0.0,0.1210142143680368,29.506999830693072,-3.1449574646980567,2.8310016778652667
0.186503381963785,0.0,0.1837187203040861,34.36236836942633,1.0025738037600296,-2.719505461272496
0.3415385612591511,0.0634478560064949,0.1743725231175693,37.77568430595471,20.735233937997,9.329539642698093
0.2687016754076793,0.0283828176938591,0.0,22.60986830162471,-3.3045639145381407,0.1407755877590857
0.3144709372219602,0.0380078930127034,0.1714697406340057,32.58295560671589,-9.900708565450598,-4.053554231831409
0.2913573311533143,0.0105117666245527,0.1402214022140221,31.41226703552824,11.665802304642076,1.567403845218508
0.0949316881126703,0.1611784168083957,0.7683352735739232,37.93327028359892,-7.125016348901798,-9.735373895504935
0.119034068525246,0.041999969084538,0.8235294117647058,37.84941659366397,-10.083778965748758,-2.8034817045136826
0.3663354209895789,0.0,0.1046625366807955,36.60894514555434,-21.66115082034667,-0.2031756714663695
0.1028913600028931,0.2555735135756006,0.2386425834701696,31.063170740312444,-2.0293164293431896,-2.554810045846721
0.3304136054612501,0.0220974555518225,0.14214463840399,27.779620725021687,13.346381809174352,3.9401699639905736
0.3500693869958463,0.0298511157062996,0.0324324324324324,31.092222190145304,10.452317375074776,-0.8746767711213187
0.2400277210157373,0.9981002581159164,0.5204081632653061,30.496258279966497,-19.742844424585783,5.257809168954699
0.2663030420134419,0.0,0.2401082177882989,28.152518641898567,-5.684021183688499,6.811024738647433
0.5415857591592477,0.0,0.2222551050606688,44.04196589132404,-22.833654177917545,-10.194236993214105
0.1532432393276297,0.0,0.3493589743589743,36.24331123021194,-11.34105456738146,3.717382254863927
0.1034136008799145,0.0196116135138184,0.7618192698982645,39.74572436692142,-10.298159286313538,-13.282867120715784
0.2496521265238524,0.1275506808189804,0.2242229367631296,30.892983591785704,1.1677378705901718,9.395466019566896
0.3643813973017593,0.0099503719020998,0.2480755773268019,34.72310074221466,15.222619682429018,4.140194568299798
0.378393278927843,0.0098893635286829,0.0272727272727272,33.316478526062554,10.504594778372194,-1.7578864614218208
0.1256154627930363,0.0661517948019151,0.3728050427735254,29.779149103569832,-13.134022306396323,1.5911402711945783
0.2533886697025712,0.126751861581119,0.1993006993006993,29.41954043480781,-16.609602931103314,-6.000532757391695
0.2395155444043041,0.1912316161171678,0.2458448753462604,30.563093276281336,3.109110995689509,4.459723201483818
0.3085822645032962,0.0370964315057642,0.1680630852636767,33.36761245567927,-8.795707024958277,-3.3664606634298084
0.1118228888432653,0.0,0.27735368956743,35.76909213154629,-10.767717309073888,-0.2886412836890429
0.3224654012782491,0.102824348155043,0.0,30.33217509629994,14.465685366202475,2.7407905941825628
0.2704211172811471,0.0175411603861405,0.188787185354691,28.000563823449784,-17.678698884733002,-16.173755710117028
0.2382341029867557,1.05082635212576,0.2808198225757112,54.0078241815836,-31.143116647272382,-24.23903512657912
0.3746968002275779,0.0962627931879411,0.7242105263157895,39.43490116508836,-6.266716818870314,-5.869600443014705
0.0981633412804526,0.0556775414634187,0.6851098454027664,37.38093503612607,-11.954938474794506,-6.837009829558828
0.3546633663556712,0.0409267231566655,0.2458391123439667,30.901761555712127,17.622297228668277,-8.200866969693061
0.2400626348860787,0.0222222222222222,0.1199829205807002,34.871676373193225,-14.37277868446182,3.576334374997362
0.2446658362466557,0.1188600429140118,0.2463566967383761,34.59040816435477,6.092771657336105,2.0913323580333225
